name,ppId,averageRating,reviewCount,currentMin,currentMax,originalMin,originalMax,priceType,preOrder,boostedPP,videoId,customerFavourite,marketingLabel,bottomBadges,mapPrice,originalPriceLabel,sephoraIn,showComparison,bulletedCopyAttrs,minSavePrice,maxSavePrice,currentPriceLabel,truckItemIn,ecoRebate,skuId,currencyCode,brand,skuSwatch,pdpUrl,availabilityStatus,bundleStatusBadge,subDivision,enableMiniPDP,fpacPriceMax,fpacPriceMin,fpacCoupon,bundleIndicator,appendSKUId,firstActivationDate,imagesInfo.thumbnailImageId,imagesInfo.altThumbnailImageId,channelMessage,upperLeftBadge,imagesInfo.colorizedImageId,ppShotType,product_url,date_scraped,search_term
1/4 CT. T.W. Lab Grown White Diamond Sterling Silver 7.2mm Cushion Stud Earrings,ppr5008464487,,,166.65,166.65,249.98,249.98,SALE,False,False,,False,BONUS BUY!,,False,original,False,True,"['Diamond Clarity: I2-I3', 'Earring Back: Friction', 'Setting: Nick', 'Shape: Cushion', 'Stone Cut: Round']",0.0,0.0,SALE,False,False,27142950018,USD,more brands,"[{'colorName': 'Sterling Silver', 'swatchImageId': 'DP0315202507070910S.tif', 'colorizedImageId': 'DP0910202407065132M.tif', 'colorSeqNum': 1, 'skuId': '27142950018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0910202407065439M.tif', 'colorSeq': 0}, {'imgId': 'DP1029202411040393M.tif', 'colorSeq': 1}, {'imgId': 'DP1029202411040292M.tif', 'colorSeq': 2}]}]",/p/1-4-ct-tw-lab-grown-white-diamond-sterling-silver-72mm-cushion-stud-earrings/ppr5008464487?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,"[{'message': '<span>FREE</span> Same Day Pickup', 'icon': 'check', 'findAStore': True}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,271,True,133.32,133.32,STAYWARM,False,False,2024-09-10T22:02:25,DP0910202407065132M.tif,DP0910202407065439M.tif,,,,,https://www.jcpenney.com/p/1-4-ct-tw-lab-grown-white-diamond-sterling-silver-72mm-cushion-stud-earrings/ppr5008464487?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,20251229,diamond earrings
Diamond Blossom 1 CT. T.W. Natural White Diamond 10K Rose Gold 8.7mm Stud Earrings,ppr5008106416,5.0,2.0,666.65,666.65,1124.98,1124.98,SALE,False,False,,False,RED BOW DEAL!,,False,original,False,True,"['Features: In A Gift Box', 'Diamond Clarity: I3', 'Earring Back: Friction', 'Setting: Prong', 'Stone Cut: Round']",0.0,0.0,SALE,False,False,27034750018,USD,more brands,"[{'colorName': 'Rose', 'swatchImageId': 'DP1115202411243861S.tif', 'colorizedImageId': 'DP0418202411055374M.tif', 'colorSeqNum': 1, 'skuId': '27034750018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0418202411055680M.tif', 'colorSeq': 1}, {'imgId': 'DP0418202411055271M.tif', 'colorSeq': 3}, {'imgId': 'DP0523202409255529M.tif', 'colorSeq': 4}]}]",/p/diamond-blossom-1-ct-tw-natural-white-diamond-10k-rose-gold-87mm-stud-earrings/ppr5008106416?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,"[{'message': 'Online Only', 'icon': 'mouse'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,270,True,533.32,533.32,STAYWARM,False,False,2022-06-07T22:01:34,DP0418202411055374M.tif,DP0418202411055680M.tif,available online only,,,,https://www.jcpenney.com/p/diamond-blossom-1-ct-tw-natural-white-diamond-10k-rose-gold-87mm-stud-earrings/ppr5008106416?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,20251229,diamond earrings
Womens 1 CT. T.W. Lab Grown White Diamond Sterling Silver 23.3mm Hoop Earrings,ppr5008461623,5.0,1.0,333.32,333.32,749.98,749.98,SALE,False,False,,False,BONUS BUY!,,False,original,False,True,"['# Pieces In Set: 1 Pair', 'Features: In A Gift Box', 'Diamond Clarity: I2-I3', 'Earring Back: Hinged', 'Setting: Prong']",0.0,0.0,SALE,False,False,29301570018,USD,more brands,,/p/womens-1-ct-tw-lab-grown-white-diamond-sterling-silver-233mm-hoop-earrings/ppr5008461623?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,"[{'message': '<span>FREE</span> Same Day Pickup', 'icon': 'check', 'findAStore': True}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,293,True,266.65,266.65,STAYWARM,False,False,2024-09-10T22:02:33,DP0509202509055029M.tif,DP0509202509055342M.tif,,,,,https://www.jcpenney.com/p/womens-1-ct-tw-lab-grown-white-diamond-sterling-silver-233mm-hoop-earrings/ppr5008461623?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,20251229,diamond earrings
(G-H / I1-I2) 1/10 CT. T.W. Lab Grown White Diamond 14K Gold Over Silver 7.5mm Heart Stud Earrings,ppr5008490121,5.0,1.0,66.65,66.65,149.98,149.98,SALE,False,False,,False,BONUS BUY!,,False,original,False,True,"['Features: Quick Ship', 'Diamond Clarity: I1-I2', 'Earring Back: Friction', 'Setting: Nick', 'Shape: Heart']",0.0,0.0,SALE,False,False,27110120034,USD,more brands,"[{'colorName': 'Gold Over Silver', 'swatchImageId': 'DP0728202507081493S.tif', 'colorizedImageId': 'DP0728202507081074M.tif', 'colorSeqNum': 1, 'skuId': '27110120034', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0728202507081388M.tif', 'colorSeq': 0}, {'imgId': 'DP0728202507081179M.tif', 'colorSeq': 1}, {'imgId': 'DP0728202507081282M.tif', 'colorSeq': 2}]}]",/p/g-h-i1-i2-1-10-ct-tw-lab-grown-white-diamond-14k-gold-over-silver-75mm-heart-stud-earrings/ppr5008490121?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,"[{'message': '<span>FREE</span> Same Day Pickup', 'icon': 'check', 'findAStore': True}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,271,True,53.32,53.32,STAYWARM,False,False,2025-01-21T17:04:20,DP0728202507081074M.tif,DP0728202507081388M.tif,,,,,https://www.jcpenney.com/p/g-h-i1-i2-1-10-ct-tw-lab-grown-white-diamond-14k-gold-over-silver-75mm-heart-stud-earrings/ppr5008490121?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,20251229,diamond earrings
Ever Star (G / SI1-SI2) 3/8 CT. T.W. Lab Grown White Diamond 10K Gold 7.2mm Stud Earrings,ppr5008266857,4.5,4.0,499.98,499.98,999.98,999.98,SALE,False,False,,False,BONUS BUY!,,False,original,False,True,"['Diamond Clarity: Si1-Si2', 'Earring Back: Friction', 'Setting: Prong', 'Shape: Round', 'Stone Cut: Round']",0.0,0.0,SALE,False,False,27141960018,USD,ever star,"[{'colorName': 'White', 'swatchImageId': 'DP1115202411345951S.tif', 'colorizedImageId': 'DP0417202407195770M.tif', 'colorSeqNum': 1, 'skuId': '27141950018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0417202407200076M.tif', 'colorSeq': 1}, {'imgId': 'DP0417202407195668M.tif', 'colorSeq': 5}, {'imgId': 'DP1018202207064835M.tif', 'colorSeq': 9}]}, {'colorName': 'Yellow', 'swatchImageId': 'DP1115202411350052S.tif', 'colorizedImageId': 'DP0417202407200384M.tif', 'colorSeqNum': 2, 'skuId': '27141960018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0417202407200693M.tif', 'colorSeq': 1}, {'imgId': 'DP0417202407200281M.tif', 'colorSeq': 4}, {'imgId': 'DP1018202207064938M.tif', 'colorSeq': 5}]}]",/p/ever-star-g-si1-si2-3-8-ct-tw-lab-grown-white-diamond-10k-gold-72mm-stud-earrings/ppr5008266857?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,"[{'message': 'Unavailable for Pickup', 'icon': 'cross'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,271,True,399.98,399.98,STAYWARM,False,False,2022-09-15T22:02:41,DP0417202407195770M.tif,DP0417202407200076M.tif,,,,,https://www.jcpenney.com/p/ever-star-g-si1-si2-3-8-ct-tw-lab-grown-white-diamond-10k-gold-72mm-stud-earrings/ppr5008266857?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,20251229,diamond earrings
Enchanted Disney Fine Jewelry Diamond Accent Lab Created White Opal 10K Rose Gold Sterling Silver 10.9mm Flower Princess Elsa Frozen Stud Earrings,ppr5008504914,,,262.49,262.49,374.98,374.98,SALE,False,False,,False,,,False,original,False,True,"['# Pieces In Set: 1 Pair', 'Features: Quick Ship', 'Character: Elsa, Frozen, Disney Princess', 'Diamond Clarity: I2-I3', 'Earring Back: Post']",0.0,0.0,SALE,False,False,29304880018,USD,enchanted fine jewelry by disney,"[{'colorName': 'Opal', 'swatchImageId': 'DP0527202511012752S.tif', 'colorizedImageId': 'DP0527202511012438M.tif', 'colorSeqNum': 1, 'skuId': '29304880018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0527202511012647M.tif', 'colorSeq': 0}, {'imgId': 'DP0527202511012542M.tif', 'colorSeq': 1}, {'imgId': 'DP0527202511012334M.tif', 'colorSeq': 2}]}]",/p/enchanted-disney-fine-jewelry-diamond-accent-lab-created-white-opal-10k-rose-gold-sterling-silver-109mm-flower-princess-elsa-frozen-stud-earrings/ppr5008504914?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,"[{'message': 'Online Only', 'icon': 'mouse'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,293,True,209.99,209.99,STAYWARM,False,False,2025-03-21T07:03:53,DP0527202511012438M.tif,DP0527202511012647M.tif,available online only,"[{'name': 'Few Left', 'priority': 1, 'urlParam': 'fewleft'}]",,,https://www.jcpenney.com/p/enchanted-disney-fine-jewelry-diamond-accent-lab-created-white-opal-10k-rose-gold-sterling-silver-109mm-flower-princess-elsa-frozen-stud-earrings/ppr5008504914?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,20251229,diamond earrings
Womens 1/5 CT. Lab Grown White Diamond Sterling Silver Round 2 Pair Earring Set,ppr5008325960,5.0,1.0,133.32,133.32,249.98,249.98,SALE,False,False,,False,BONUS BUY!,,False,original,False,True,"['# Pieces In Set: 2 Pair', 'Features: In A Gift Box, Quick Ship', 'Diamond Clarity: I2-I3', 'Earring Back: Friction', 'Setting: Multi-Setting']",0.0,0.0,SALE,False,False,29312820174,USD,more brands,,/p/womens-1-5-ct-lab-grown-white-diamond-sterling-silver-round-2-pair-earring-set/ppr5008325960?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,"[{'message': '<span>FREE</span> Same Day Pickup', 'icon': 'check', 'findAStore': True}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,293,True,106.65,106.65,STAYWARM,False,False,2023-03-08T07:22:42,DP0904202411032627M.tif,DP0301202307091031M.tif,,"[{'name': 'Few Left', 'priority': 1, 'urlParam': 'fewleft'}]",,,https://www.jcpenney.com/p/womens-1-5-ct-lab-grown-white-diamond-sterling-silver-round-2-pair-earring-set/ppr5008325960?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,20251229,diamond earrings
1 CT. T.W. Natural White Diamond Sterling Silver 11.5mm Star Stud Earrings,ppr5007999143,3.0,6.0,349.99,349.99,499.98,499.98,SALE,False,False,,False,,,False,original,False,True,"['Included: 2 Earring Stud(s)', 'Features: Celestial Jewelry', 'Diamond Clarity: I3', 'Earring Back: Friction', 'Setting: Prong']",0.0,0.0,SALE,False,False,29338170018,USD,more brands,"[{'colorName': 'Sterling Silver', 'swatchImageId': 'DP0315202507092482S.tif', 'colorizedImageId': 'DP0418202409145097M.tif', 'colorSeqNum': 1, 'skuId': '29338170018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0418202409145403M.tif', 'colorSeq': 1}, {'imgId': 'DP0523202417050077M.tif', 'colorSeq': 3}, {'imgId': 'DP0418202409145300M.tif', 'colorSeq': 4}]}]",/p/1-ct-tw-natural-white-diamond-sterling-silver-115mm-star-stud-earrings/ppr5007999143?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,"[{'message': 'Unavailable for Pickup', 'icon': 'cross'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,293,True,279.99,279.99,STAYWARM,False,False,2020-09-29T22:04:05,DP0418202409145097M.tif,DP0418202409145403M.tif,,,,,https://www.jcpenney.com/p/1-ct-tw-natural-white-diamond-sterling-silver-115mm-star-stud-earrings/ppr5007999143?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,20251229,diamond earrings
"Diamond Addiction (G-H, I1-I2) Womens 1/3 CT. T.W. Lab Grown White Diamond 10K Gold 11mm Hoop Earrings",ppr5008511479,,,499.98,499.98,999.98,999.98,SALE,False,False,,False,,,False,original,False,True,"['# Pieces In Set: 1 Pair', 'Features: Quick Ship, Huggie', 'Diamond Clarity: I1-I2', 'Earring Back: Hinged', 'Setting: Prong']",0.0,0.0,SALE,False,False,27023220018,USD,more brands,,/p/diamond-addiction-g-h-i1-i2-womens-1-3-ct-tw-lab-grown-white-diamond-10k-gold-11mm-hoop-earrings/ppr5008511479?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,"[{'message': '<span>FREE</span> Same Day Pickup', 'icon': 'check', 'findAStore': True}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,270,True,399.98,399.98,STAYWARM,False,False,2025-03-04T15:15:47,DP0120202507013761M.tif,DP0120202507014067M.tif,,,,,https://www.jcpenney.com/p/diamond-addiction-g-h-i1-i2-womens-1-3-ct-tw-lab-grown-white-diamond-10k-gold-11mm-hoop-earrings/ppr5008511479?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,20251229,diamond earrings
"Enchanted Disney Fine Jewelry (I,I2), Belle 1/5 CT. Lab Grown White Diamond 14K Rose Gold Over Silver 6.5mm Flower Beauty and the Beast Belle Princess Stud Earrings",ppr5008533614,,,249.98,249.98,374.98,374.98,SALE,False,False,,False,,,False,original,False,True,"['Features: Quick Ship', 'Character: Belle, Beauty And the Beast, Disney Princess', 'Diamond Clarity: I2', 'Earring Back: Post', 'Setting: Prong']",0.0,0.0,SALE,False,False,29306910018,USD,more brands,"[{'colorName': 'Rose', 'swatchImageId': 'DP1007202509081453S.tif', 'colorizedImageId': 'DP1007202509081349M.tif', 'colorSeqNum': 1, 'skuId': '29306910018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP1110202513050763M.tif', 'colorSeq': 0}, {'imgId': 'DP1110202513050658M.tif', 'colorSeq': 1}, {'imgId': 'DP1007202509081245M.tif', 'colorSeq': 2}]}]",/p/enchanted-disney-fine-jewelry-ii2-belle-1-5-ct-lab-grown-white-diamond-14k-rose-gold-over-silver-65mm-flower-beauty-and-the-beast-belle-princess-stud-earrings/ppr5008533614?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,"[{'message': 'Unavailable for Pickup', 'icon': 'cross'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,293,True,199.98,199.98,STAYWARM,False,False,2025-10-07T22:03:39,DP1007202509081349M.tif,DP1110202513050763M.tif,,"[{'name': 'Few Left', 'priority': 1, 'urlParam': 'fewleft'}]",,,https://www.jcpenney.com/p/enchanted-disney-fine-jewelry-ii2-belle-1-5-ct-lab-grown-white-diamond-14k-rose-gold-over-silver-65mm-flower-beauty-and-the-beast-belle-princess-stud-earrings/ppr5008533614?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,20251229,diamond earrings
Multi-Gemstone and Diamond-Accent Hoop Earrings,pp5006210632,4.1667,6.0,87.49,87.49,124.98,124.98,SALE,False,False,,False,,,False,original,False,True,"['Features: Quick Ship', 'Setting: Prong', 'Stone Cut: Oval', 'Earring Length: 20.8mm', 'Earring Width: 18.3mm']",0.0,0.0,SALE,False,False,26732840018,USD,more brands,"[{'colorName': 'Multi', 'swatchImageId': 'DP0401202411075333S.tif', 'colorizedImageId': 'DP0401202411075127M.tif', 'colorSeqNum': 1, 'skuId': '26732840018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0401202411075025M.tif', 'colorSeq': 0}, {'imgId': 'DP0401202411074922M.tif', 'colorSeq': 1}, {'imgId': 'DP0401202411075230M.tif', 'colorSeq': 2}]}]",/p/multi-gemstone-and-diamond-accent-hoop-earrings/pp5006210632?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,"[{'message': 'Online Only', 'icon': 'mouse'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,267,True,69.99,69.99,STAYWARM,False,False,2015-10-18T00:00:00,DP0401202411075127M.tif,DP0401202411075025M.tif,available online only,,,,https://www.jcpenney.com/p/multi-gemstone-and-diamond-accent-hoop-earrings/pp5006210632?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,20251229,diamond earrings
Tru Miracle 1/2 CT. T.W. Lab-Grown White Diamond 10K White Gold 5mm Round Stud Earrings,ppr5008277546,4.6667,3.0,416.65,416.65,749.98,749.98,SALE,False,False,2715034A_V_VA_NOCOLOR.mp4,False,BONUS BUY!,"[{'name': 'Shop the Collection', 'priority': 1, 'urlParam': 'collection'}]",False,original,False,True,"['Features: Quick Ship', 'Diamond Clarity: Si2', 'Earring Back: Friction', 'Setting: Multi-Setting', 'Shape: Princess']",0.0,0.0,SALE,False,False,27150340018,USD,trumiracle,"[{'colorName': 'White', 'swatchImageId': 'DP0315202507071945S.tif', 'colorizedImageId': 'DP1120202407342573M.tif', 'colorSeqNum': 1, 'skuId': '27150340018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0915202207084505M.tif', 'colorSeq': 0}, {'imgId': 'DP0521202407421786M.tif', 'colorSeq': 1}, {'imgId': 'DP0521202407421683M.tif', 'colorSeq': 2}]}]",/p/tru-miracle-1-2-ct-tw-lab-grown-white-diamond-10k-white-gold-5mm-round-stud-earrings/ppr5008277546?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,"[{'message': 'Unavailable for Pickup', 'icon': 'cross'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,271,True,333.32,333.32,STAYWARM,False,False,2022-09-15T22:02:41,DP1120202407342573M.tif,DP0915202207084505M.tif,,,,,https://www.jcpenney.com/p/tru-miracle-1-2-ct-tw-lab-grown-white-diamond-10k-white-gold-5mm-round-stud-earrings/ppr5008277546?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,20251229,diamond earrings
(G-H / I1-I2) Womens 1/3 CT. T.W. Lab Grown White Diamond 10K Gold 12.1mm Hoop Earrings,ppr5008505956,,,499.98,499.98,999.98,999.98,SALE,False,False,,False,BONUS BUY!,,False,original,False,True,"['# Pieces In Set: 1 Pair', 'Features: Quick Ship', 'Diamond Clarity: I1-I2', 'Earring Back: Hinged', 'Setting: Prong']",0.0,0.0,SALE,False,False,27048270018,USD,more brands,,/p/g-h-i1-i2-womens-1-3-ct-tw-lab-grown-white-diamond-10k-gold-121mm-hoop-earrings/ppr5008505956?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,"[{'message': '<span>FREE</span> Same Day Pickup', 'icon': 'check', 'findAStore': True}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,270,True,399.98,399.98,STAYWARM,False,False,2025-02-20T11:04:48,DP0123202507343350M.tif,DP0123202507343655M.tif,,,,,https://www.jcpenney.com/p/g-h-i1-i2-womens-1-3-ct-tw-lab-grown-white-diamond-10k-gold-121mm-hoop-earrings/ppr5008505956?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,20251229,diamond earrings
(G-H / Si2-I1) C-Hoop Womens 1/6 CT. T.W. Lab Grown White Diamond 10K Gold 16mm Hoop Earrings,ppr5008307421,,,416.65,416.65,624.98,624.98,SALE,False,False,,False,BONUS BUY!,,False,original,False,True,"['Features: In A Gift Box, Quick Ship', 'Diamond Clarity: Si2-I1', 'Earring Back: Friction', 'Setting: Prong', 'Stone Cut: Round']",0.0,0.0,SALE,False,False,27039140018,USD,more brands,,/p/g-h-si2-i1-c-hoop-womens-1-6-ct-tw-lab-grown-white-diamond-10k-gold-16mm-hoop-earrings/ppr5008307421?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,"[{'message': 'Unavailable for Pickup', 'icon': 'cross'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,270,True,333.32,333.32,STAYWARM,False,False,2023-01-18T22:10:07,DP0118202311032675M.tif,DP0118202311032572M.tif,,,,,https://www.jcpenney.com/p/g-h-si2-i1-c-hoop-womens-1-6-ct-tw-lab-grown-white-diamond-10k-gold-16mm-hoop-earrings/ppr5008307421?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,20251229,diamond earrings
Sparkle Allure Diamond Accent 18K Gold Over Brass Round Hoop Earrings,ppr5008090193,4.0,3.0,60.0,60.0,60.0,60.0,ORIGINAL,False,False,,False,,,False,original,False,True,"['Included: 2 Earring Stud(s)', 'Earring Back: Hinged', 'Shape: Round', 'Stone Cut: Round', 'Metal Color: Two Tone']",0.0,0.0,ORIGINAL,False,False,05848470018,USD,sparkle allure,,/p/sparkle-allure-diamond-accent-18k-gold-over-brass-round-hoop-earrings/ppr5008090193?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,"[{'message': 'Online Only', 'icon': 'mouse'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,058,True,30.0,30.0,1FASHION,False,False,2021-03-02T15:04:49,DP0213202507071471M.tif,DP0213202507071678M.tif,available online only,,,,https://www.jcpenney.com/p/sparkle-allure-diamond-accent-18k-gold-over-brass-round-hoop-earrings/ppr5008090193?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,20251229,diamond earrings
Womens 1/4 CT. T.W. Lab Grown White Diamond 14K Gold Over Silver Sterling Silver 19.5mm Hoop Earrings,ppr5008393761,,,216.65,216.65,374.98,374.98,SALE,False,False,,False,BONUS BUY!,,False,original,False,True,"['# Pieces In Set: 1 Pair', 'Features: In A Gift Box', 'Diamond Clarity: I2-I3', 'Earring Back: Hinged', 'Setting: Prong']",0.0,0.0,SALE,False,False,29325650026,USD,more brands,,/p/womens-1-4-ct-tw-lab-grown-white-diamond-14k-gold-over-silver-sterling-silver-195mm-hoop-earrings/ppr5008393761?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,"[{'message': 'Unavailable for Pickup', 'icon': 'cross'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,293,True,173.32,173.32,STAYWARM,False,False,2023-09-21T09:02:14,DP0914202317122234M.tif,DP0914202317122441M.tif,,,,,https://www.jcpenney.com/p/womens-1-4-ct-tw-lab-grown-white-diamond-14k-gold-over-silver-sterling-silver-195mm-hoop-earrings/ppr5008393761?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,20251229,diamond earrings
Limited Quantities! Womens 1/4 CT. T.W. Natural White Diamond 14K Gold 13mm Hoop Earrings,ppr5008547990,,,600.0,600.0,1600.0,1600.0,CLEARANCE,False,False,,False,,,False,original,False,True,"['Features: Huggie, Quick Ship', 'Diamond Clarity: I2-I3', 'Earring Back: Friction', 'Setting: Prong', 'Stone Cut: Round']",62.0,62.0,CLEARANCE,False,False,23715610026,USD,more brands,"[{'colorName': 'Yellow', 'swatchImageId': 'DP0528202509061430S.tif', 'colorizedImageId': 'DP0528202509061102M.tif', 'colorSeqNum': 1, 'skuId': '23715610026', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0528202509061320M.tif', 'colorSeq': 0}, {'imgId': 'DP0528202509061211M.tif', 'colorSeq': 1}, {'imgId': 'DP0530202507055348M.tif', 'colorSeq': 2}]}]",/p/limited-quantities-womens-1-4-ct-tw-natural-white-diamond-14k-gold-13mm-hoop-earrings/ppr5008547990?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,"[{'message': 'Online Only', 'icon': 'mouse'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,237,True,,,,False,False,2025-05-30T15:03:47,DP0528202509061102M.tif,DP0528202509061320M.tif,available online only,,,,https://www.jcpenney.com/p/limited-quantities-womens-1-4-ct-tw-natural-white-diamond-14k-gold-13mm-hoop-earrings/ppr5008547990?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,20251229,diamond earrings
(G-H / Si2-I1) Womens 1/3 CT. T.W. Lab Grown White Diamond 10K White Gold 20mm Hoop Earrings,ppr5008396444,5.0,1.0,499.98,499.98,999.98,999.98,SALE,False,False,,False,BONUS BUY!,,False,original,False,True,"['Features: Quick Ship', 'Diamond Clarity: Si2-I1', 'Earring Back: Hinged', 'Setting: Prong', 'Stone Cut: Round']",0.0,0.0,SALE,False,False,27016920018,USD,more brands,,/p/g-h-si2-i1-womens-1-3-ct-tw-lab-grown-white-diamond-10k-white-gold-20mm-hoop-earrings/ppr5008396444?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,"[{'message': 'Unavailable for Pickup', 'icon': 'cross'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,270,True,399.98,399.98,STAYWARM,False,False,2023-11-16T22:02:23,DP0221202409063192M.tif,DP0221202409063088M.tif,,,,,https://www.jcpenney.com/p/g-h-si2-i1-womens-1-3-ct-tw-lab-grown-white-diamond-10k-white-gold-20mm-hoop-earrings/ppr5008396444?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,20251229,diamond earrings
Womens 1/10 CT. T.W. Natural White Diamond Sterling Silver 17mm Cross Hoop Earrings,ppr5008138130,4.25,4.0,116.65,116.65,187.48,187.48,SALE,False,False,,False,,,False,original,False,True,"['Features: Religious Jewelry, Quick Ship', 'Diamond Clarity: I3', 'Earring Back: Wire', 'Setting: Prong', 'Shape: Cross']",0.0,0.0,SALE,False,False,29381770018,USD,more brands,,/p/womens-1-10-ct-tw-natural-white-diamond-sterling-silver-17mm-cross-hoop-earrings/ppr5008138130?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,"[{'message': '<span>FREE</span> Same Day Pickup', 'icon': 'check', 'findAStore': True}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,293,True,93.32,93.32,STAYWARM,False,False,2021-08-03T07:11:12,DP1204202307054622M.tif,DP1204202307054725M.tif,,"[{'name': 'Few Left', 'priority': 1, 'urlParam': 'fewleft'}]",,,https://www.jcpenney.com/p/womens-1-10-ct-tw-natural-white-diamond-sterling-silver-17mm-cross-hoop-earrings/ppr5008138130?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,20251229,diamond earrings
Diamond Addiction Womens 1/7 CT. T.W. Natural White Diamond 14K Gold Over Silver Sterling Silver 3 Pair Earring Set,ppr5008299178,5.0,2.0,216.65,216.65,416.65,416.65,SALE,False,False,,False,BONUS BUY!,,False,original,False,True,"['# Pieces In Set: 3 Pair', 'Features: Quick Ship', 'Diamond Clarity: I3', 'Setting: Prong', 'Stone Cut: Round']",0.0,0.0,SALE,False,False,29320760026,USD,more brands,,/p/diamond-addiction-womens-1-7-ct-tw-natural-white-diamond-14k-gold-over-silver-sterling-silver-3-pair-earring-set/ppr5008299178?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,"[{'message': 'Unavailable for Pickup', 'icon': 'cross'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,293,True,173.32,173.32,STAYWARM,False,False,2023-01-27T22:04:28,DP0127202307300712M.tif,DP0127202307301434M.tif,,,,,https://www.jcpenney.com/p/diamond-addiction-womens-1-7-ct-tw-natural-white-diamond-14k-gold-over-silver-sterling-silver-3-pair-earring-set/ppr5008299178?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,20251229,diamond earrings
