name,ppId,averageRating,reviewCount,currentMin,currentMax,originalMin,originalMax,priceType,preOrder,boostedPP,customerFavourite,marketingLabel,mapPrice,originalPriceLabel,sephoraIn,showComparison,bulletedCopyAttrs,minSavePrice,maxSavePrice,currentPriceLabel,truckItemIn,ecoRebate,skuId,currencyCode,brand,skuSwatch,pdpUrl,availabilityStatus,bundleStatusBadge,subDivision,enableMiniPDP,bundleIndicator,appendSKUId,firstActivationDate,imagesInfo.thumbnailImageId,imagesInfo.altThumbnailImageId,videoId,ppShotType,upperLeftBadge,bottomBadges,promotionMessages,product_url,date_scraped,search_term
Versace Bright Crystal Absolu Eau De Parfum,ppr5008453327,5.0,4.0,102.4,118.4,128.0,148.0,SALE,False,False,False,LIMITED TIME SPECIAL!,False,original,False,True,"['Fragrance Family: Floral', 'Fluid Ounces: 1.7 oz.', 'Formulation: Spray', 'Fragrance Concentration: Eau De Parfum', 'Cbd: No']",20.0,20.0,SALE,False,False,91526680018,USD,versace,"[{'colorName': '1 7 Oz', 'swatchImageId': 'DP0626202415360204S.tif', 'colorizedImageId': 'DP0717202415012354M.tif', 'colorSeqNum': 1, 'skuId': '91526680018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0717202415012151M.tif', 'colorSeq': 0}, {'imgId': 'DP0717202415012252M.tif', 'colorSeq': 1}, {'imgId': 'DP0626202415355899M.tif', 'colorSeq': 2}]}, {'colorName': '3 Oz', 'swatchImageId': 'DP0626202415355798S.tif', 'colorizedImageId': 'DP0717202415012049M.tif', 'colorSeqNum': 2, 'skuId': '91526670018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0717202415011846M.tif', 'colorSeq': 0}, {'imgId': 'DP0717202415011947M.tif', 'colorSeq': 1}, {'imgId': 'DP0626202415355491M.tif', 'colorSeq': 2}]}]",/p/versace-bright-crystal-absolu-eau-de-parfum/ppr5008453327?pTmplType=beauty&searchTerm=fragrances&geoZip=55057,"[{'message': '<span>FREE</span> Same Day Pickup', 'icon': 'check', 'findAStore': True}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,915,True,False,False,2024-06-10T22:02:13,DP0717202415012354M.tif,DP0717202415012151M.tif,,,,,,https://www.jcpenney.com/p/versace-bright-crystal-absolu-eau-de-parfum/ppr5008453327?pTmplType=beauty&searchTerm=fragrances&geoZip=55057,20251224,fragrances
Jean Paul Gaultier Le Male Eau De Toilette,ppr5008453320,5.0,3.0,100.8,100.8,126.0,126.0,SALE,False,False,False,LIMITED TIME SPECIAL!,False,original,False,True,"['Fragrance Family: Fresh', 'Fluid Ounces: 4.2 oz.', 'Formulation: Spray', 'Fragrance Concentration: Eau De Toilette', 'Cbd: No']",20.0,20.0,SALE,False,False,91526610018,USD,jean paul gaultier,"[{'colorName': '4 2 Oz', 'swatchImageId': 'DP0626202415353345S.tif', 'colorizedImageId': 'DP0717202415010215M.tif', 'colorSeqNum': 1, 'skuId': '91526610018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0717202415010010M.tif', 'colorSeq': 0}, {'imgId': 'DP0717202415010113M.tif', 'colorSeq': 1}, {'imgId': 'DP0626202415353039M.tif', 'colorSeq': 2}]}]",/p/jean-paul-gaultier-le-male-eau-de-toilette/ppr5008453320?pTmplType=beauty&searchTerm=fragrances&geoZip=55057,"[{'message': '<span>FREE</span> Same Day Pickup', 'icon': 'check', 'findAStore': True}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,915,True,False,False,2024-06-20T10:02:46,DP0717202415010215M.tif,DP0717202415010010M.tif,,,,,,https://www.jcpenney.com/p/jean-paul-gaultier-le-male-eau-de-toilette/ppr5008453320?pTmplType=beauty&searchTerm=fragrances&geoZip=55057,20251224,fragrances
"Versace Eros Flame Eau De Parfum, 3.4 Oz",ppr5008497922,5.0,2.0,111.2,111.2,139.0,139.0,SALE,False,False,False,LIMITED TIME SPECIAL!,False,original,False,True,"['Fragrance Family: Woody & Earthy', 'Fluid Ounces: 3.4 oz.', 'Formulation: Spray', 'Fragrance Concentration: Eau De Parfum', 'Cbd: No']",20.0,20.0,SALE,False,False,91528960018,USD,versace,"[{'colorName': '3 4 Oz', 'swatchImageId': 'DP1122202409232376S.tif', 'colorizedImageId': 'DP1122202409232069M.tif', 'colorSeqNum': 1, 'skuId': '91528960018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP1122202409232275M.tif', 'colorSeq': 0}, {'imgId': 'DP1122202409231967M.tif', 'colorSeq': 1}, {'imgId': 'DP1122202409232172M.tif', 'colorSeq': 2}]}]",/p/versace-eros-flame-eau-de-parfum-34-oz/ppr5008497922?pTmplType=beauty&searchTerm=fragrances&geoZip=55057,"[{'message': '<span>FREE</span> Same Day Pickup', 'icon': 'check', 'findAStore': True}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,915,True,False,False,2025-03-05T11:39:54,DP1122202409232069M.tif,DP1122202409232275M.tif,,,,,,https://www.jcpenney.com/p/versace-eros-flame-eau-de-parfum-34-oz/ppr5008497922?pTmplType=beauty&searchTerm=fragrances&geoZip=55057,20251224,fragrances
Ralph Lauren Polo Blue Eau De Parfum,ppr5008397219,4.7331,1379.0,104.0,104.0,130.0,130.0,SALE,False,False,False,LIMITED TIME SPECIAL!,False,original,False,True,"['Fragrance Family: Fresh', 'Fluid Ounces: 4.2 oz.', 'Formulation: Spray', 'Fragrance Concentration: Eau De Parfum', 'Cbd: No']",20.0,20.0,SALE,False,False,91522380018,USD,ralph lauren,"[{'colorName': '4 2 Oz', 'swatchImageId': 'DP0328202509153200S.tif', 'colorizedImageId': 'DP0328202509152992M.tif', 'colorSeqNum': 1, 'skuId': '91522380018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0328202509153095M.tif', 'colorSeq': 0}, {'imgId': 'DP0328202509153513M.tif', 'colorSeq': 2}, {'imgId': 'DP0328202509153408M.tif', 'colorSeq': 3}]}]",/p/ralph-lauren-polo-blue-eau-de-parfum/ppr5008397219?pTmplType=beauty&searchTerm=fragrances&geoZip=55057,"[{'message': '<span>FREE</span> Same Day Pickup', 'icon': 'check', 'findAStore': True}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,915,True,False,False,2023-11-03T22:03:53,DP0328202509152992M.tif,DP0328202509153095M.tif,,,,,,https://www.jcpenney.com/p/ralph-lauren-polo-blue-eau-de-parfum/ppr5008397219?pTmplType=beauty&searchTerm=fragrances&geoZip=55057,20251224,fragrances
Ralph Lauren Polo Est. 67 Eau De Toilette,ppr5008441128,4.7443,1486.0,79.2,79.2,99.0,99.0,SALE,False,False,False,LIMITED TIME SPECIAL!,False,original,False,True,"['Fragrance Family: Citrus', 'Fluid Ounces: 2.5 oz.', 'Formulation: Spray', 'Fragrance Concentration: Eau De Toilette', 'Cbd: No']",20.0,20.0,SALE,False,False,91525930018,USD,ralph lauren,"[{'colorName': '2 5 Oz', 'swatchImageId': 'DP0328202509163440S.tif', 'colorizedImageId': 'DP0328202509163233M.tif', 'colorSeqNum': 1, 'skuId': '91525930018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0328202509163336M.tif', 'colorSeq': 0}, {'imgId': 'DP0328202509163857M.tif', 'colorSeq': 2}, {'imgId': 'DP0328202509163752M.tif', 'colorSeq': 3}]}]",/p/ralph-lauren-polo-est-67-eau-de-toilette/ppr5008441128?pTmplType=beauty&searchTerm=fragrances&geoZip=55057,"[{'message': '<span>FREE</span> Same Day Pickup', 'icon': 'check', 'findAStore': True}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,915,True,False,False,2024-04-26T02:00:45,DP0328202509163233M.tif,DP0328202509163336M.tif,,,,,,https://www.jcpenney.com/p/ralph-lauren-polo-est-67-eau-de-toilette/ppr5008441128?pTmplType=beauty&searchTerm=fragrances&geoZip=55057,20251224,fragrances
Ariana Grande Cloud Pink 3-Pc Gift Set ($181 Value),ppr5008550101,5.0,1.0,60.0,60.0,75.0,75.0,SALE,False,False,False,LIMITED TIME SPECIAL!,False,original,False,True,"['# Pieces In Set: 3', 'Fragrance Family: Amber', 'Fluid Ounces: 7 oz.', 'Formulation: Spray', 'Fragrance Concentration: Eau De Parfum']",20.0,20.0,SALE,False,False,91531510018,USD,ariana grande,"[{'colorName': '7 Oz', 'swatchImageId': 'DP0619202509210699S.tif', 'colorizedImageId': 'DP0619202509210595M.tif', 'colorSeqNum': 1, 'skuId': '91531510018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP1008202507172004M.tif', 'colorSeq': 0}, {'imgId': 'DP1008202507171899M.tif', 'colorSeq': 1}]}]",/p/ariana-grande-cloud-pink-3-pc-gift-set-181-value/ppr5008550101?pTmplType=beauty&searchTerm=fragrances&geoZip=55057,"[{'message': '<span>FREE</span> Same Day Pickup', 'icon': 'check', 'findAStore': True}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,915,True,False,False,2025-09-24T23:02:35,DP0619202509210595M.tif,DP1008202507172004M.tif,,,,,,https://www.jcpenney.com/p/ariana-grande-cloud-pink-3-pc-gift-set-181-value/ppr5008550101?pTmplType=beauty&searchTerm=fragrances&geoZip=55057,20251224,fragrances
Azzaro Chrome Eau De Toilette,ppr5008260190,4.5204,638.0,88.0,116.0,110.0,145.0,SALE,False,False,False,LIMITED TIME SPECIAL!,False,original,False,True,"['Fragrance Family: Citrus', 'Fluid Ounces: 6.8 oz.', 'Formulation: Spray', 'Fragrance Concentration: Eau De Toilette', 'Cbd: No']",20.0,20.0,SALE,False,False,91510050018,USD,azzaro,"[{'colorName': '3 4 Oz', 'swatchImageId': 'DP0313202413053630S.tif', 'colorizedImageId': 'DP0313202413053424M.tif', 'colorSeqNum': 1, 'skuId': '91510040018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0313202413053527M.tif', 'colorSeq': 0}, {'imgId': 'DP0628202207121956M.tif', 'colorSeq': 2}, {'imgId': 'DP0314202507114157M.tif', 'colorSeq': 3}]}, {'colorName': '6 8 Oz', 'swatchImageId': 'DP0313202413054352S.tif', 'colorizedImageId': 'DP0313202413054145M.tif', 'colorSeqNum': 2, 'skuId': '91510050018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0313202413054248M.tif', 'colorSeq': 0}, {'imgId': 'DP0628202207122367M.tif', 'colorSeq': 2}, {'imgId': 'DP0314202507114778M.tif', 'colorSeq': 3}]}]",/p/azzaro-chrome-eau-de-toilette/ppr5008260190?pTmplType=beauty&searchTerm=fragrances&geoZip=55057,"[{'message': '<span>FREE</span> Same Day Pickup', 'icon': 'check', 'findAStore': True}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,915,True,False,False,2022-10-06T16:04:41,DP0313202413053424M.tif,DP0313202413053527M.tif,,,,,,https://www.jcpenney.com/p/azzaro-chrome-eau-de-toilette/ppr5008260190?pTmplType=beauty&searchTerm=fragrances&geoZip=55057,20251224,fragrances
"Michel Germain Sugarful Eau De Parfum, 3.4 Oz",ppr5008198096,4.7525,1592.0,47.2,47.2,59.0,59.0,SALE,False,False,False,LIMITED TIME SPECIAL!,False,original,False,True,"['Fragrance Family: Sweet', 'Fluid Ounces: 3.4 oz.', 'Formulation: Liquid', 'Fragrance Concentration: Eau De Parfum', 'Cbd: No']",20.0,20.0,SALE,False,False,91506530018,USD,michel germain,"[{'colorName': '3 4 Oz', 'swatchImageId': 'DP0704202409194731S.tif', 'colorizedImageId': 'DP0704202409194629M.tif', 'colorSeqNum': 1, 'skuId': '91506530018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0321202207010796M.tif', 'colorSeq': 0}, {'imgId': 'DP0321202207010794M.tif', 'colorSeq': 1}, {'imgId': 'DP0318202211023349M.tif', 'colorSeq': 2}]}]",/p/michel-germain-sugarful-eau-de-parfum-34-oz/ppr5008198096?pTmplType=beauty&searchTerm=fragrances&geoZip=55057,"[{'message': '<span>FREE</span> Same Day Pickup', 'icon': 'check', 'findAStore': True}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,915,True,False,False,2022-03-22T13:03:36,DP0704202409194629M.tif,DP1113202407391002M.tif,,PPA,,,,https://www.jcpenney.com/p/michel-germain-sugarful-eau-de-parfum-34-oz/ppr5008198096?pTmplType=beauty&searchTerm=fragrances&geoZip=55057,20251224,fragrances
Ariana Grande Thank U Next Eau De Parfum,ppr5008263873,4.5,4.0,49.6,57.6,62.0,72.0,SALE,False,False,False,LIMITED TIME SPECIAL!,False,original,False,True,"['Fragrance Family: Floral', 'Fluid Ounces: 1.7 oz.', 'Formulation: Spray', 'Fragrance Concentration: Eau De Parfum', 'Cbd: No']",20.0,20.0,SALE,False,False,91510270018,USD,ariana grande,"[{'colorName': '3 4 Oz', 'swatchImageId': 'DP0715202207130054S.tif', 'colorizedImageId': 'DP0715202207125950M.tif', 'colorSeqNum': 1, 'skuId': '91510140018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0715202207125847M.tif', 'colorSeq': 0}, {'imgId': 'DP0715202207125745M.tif', 'colorSeq': 1}]}, {'colorName': '1 7 Oz', 'swatchImageId': 'DP0715202207132522S.tif', 'colorizedImageId': 'DP0715202207132420M.tif', 'colorSeqNum': 2, 'skuId': '91510270018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0715202207132317M.tif', 'colorSeq': 0}]}]",/p/ariana-grande-thank-u-next-eau-de-parfum/ppr5008263873?pTmplType=beauty&searchTerm=fragrances&geoZip=55057,"[{'message': '<span>FREE</span> Same Day Pickup', 'icon': 'check', 'findAStore': True}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,915,True,False,False,2022-08-08T09:36:25,DP0715202207125950M.tif,DP1113202409194954M.tif,,PPA,,,,https://www.jcpenney.com/p/ariana-grande-thank-u-next-eau-de-parfum/ppr5008263873?pTmplType=beauty&searchTerm=fragrances&geoZip=55057,20251224,fragrances
Calvin Klein Eternity For Men Eau De Toilette,ppr5008360121,4.4886,874.0,68.8,90.4,86.0,113.0,SALE,False,False,False,LIMITED TIME SPECIAL!,False,original,False,True,"['Fragrance Family: Fougere (aromatic)', 'Fluid Ounces: 1.6 oz.', 'Formulation: Spray', 'Fragrance Concentration: Eau De Toilette', 'Cbd: No']",20.0,20.0,SALE,False,False,91521840018,USD,calvin klein,"[{'colorName': '3 3 Oz', 'swatchImageId': 'DP0613202309092173S.tif', 'colorizedImageId': 'DP0613202309091863M.tif', 'colorSeqNum': 1, 'skuId': '91518660018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0613202309092069M.tif', 'colorSeq': 0}, {'imgId': 'DP0613202309091656M.tif', 'colorSeq': 1}, {'imgId': 'DP0719202407391963M.tif', 'colorSeq': 2}]}, {'colorName': '1 7 Oz', 'swatchImageId': 'DP0908202307233512S.tif', 'colorizedImageId': 'DP0908202307233306M.tif', 'colorSeqNum': 2, 'skuId': '91521840018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0908202307233409M.tif', 'colorSeq': 0}, {'imgId': 'DP0908202307233100M.tif', 'colorSeq': 1}, {'imgId': 'DP0719202407393896M.tif', 'colorSeq': 2}]}]",/p/calvin-klein-eternity-for-men-eau-de-toilette/ppr5008360121?pTmplType=beauty&searchTerm=fragrances&geoZip=55057,"[{'message': '<span>FREE</span> Same Day Pickup', 'icon': 'check', 'findAStore': True}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,915,True,False,False,2023-09-14T02:19:56,DP0613202309091863M.tif,DP1113202411071097M.tif,,PPA,,,,https://www.jcpenney.com/p/calvin-klein-eternity-for-men-eau-de-toilette/ppr5008360121?pTmplType=beauty&searchTerm=fragrances&geoZip=55057,20251224,fragrances
Rabanne One Million Elixir,ppr5008529689,5.0,1.0,100.0,128.0,125.0,160.0,SALE,False,False,False,LIMITED TIME SPECIAL!,False,original,False,True,"['Fragrance Family: Warm & Spicy', 'Fluid Ounces: 1.7 oz.', 'Formulation: Spray', 'Fragrance Concentration: Extrait De Parfum', 'Cbd: No']",20.0,20.0,SALE,False,False,91529960018,USD,rabanne,"[{'colorName': '3 4 Oz', 'swatchImageId': 'DP0702202507074159S.tif', 'colorizedImageId': 'DP0702202507073950M.tif', 'colorSeqNum': 1, 'skuId': '91529950018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0702202507074055M.tif', 'colorSeq': 0}, {'imgId': 'DP1025202507171685M.tif', 'colorSeq': 2}]}, {'colorName': '1 7 Oz', 'swatchImageId': 'DP0603202509071675S.tif', 'colorizedImageId': 'DP0603202509071466M.tif', 'colorSeqNum': 2, 'skuId': '91529960018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0603202509071570M.tif', 'colorSeq': 0}, {'imgId': 'DP0603202509071361M.tif', 'colorSeq': 1}]}]",/p/rabanne-one-million-elixir/ppr5008529689?pTmplType=beauty&searchTerm=fragrances&geoZip=55057,"[{'message': '<span>FREE</span> Same Day Pickup', 'icon': 'check', 'findAStore': True}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,915,True,False,False,2025-08-07T12:03:27,DP0702202507073950M.tif,DP0702202507074055M.tif,,,,,,https://www.jcpenney.com/p/rabanne-one-million-elixir/ppr5008529689?pTmplType=beauty&searchTerm=fragrances&geoZip=55057,20251224,fragrances
Rabanne Phantom Parfum,ppr5008612510,,,99.2,99.2,124.0,124.0,SALE,False,False,False,LIMITED TIME SPECIAL!,False,original,False,True,"['Fluid Ounces: 1.7 oz.', 'Formulation: Spray', 'Cbd: No', 'Country of Origin: Imported']",20.0,20.0,SALE,False,False,91532590018,USD,rabanne,"[{'colorName': '1 7 Oz', 'swatchImageId': 'DP0925202515210751S.tif', 'colorizedImageId': 'DP0925202515210333M.tif', 'colorSeqNum': 1, 'skuId': '91532590018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0925202515210542M.tif', 'colorSeq': 0}, {'imgId': 'DP0925202515210228M.tif', 'colorSeq': 1}, {'imgId': 'DP0925202515210856M.tif', 'colorSeq': 2}]}]",/p/rabanne-phantom-parfum/ppr5008612510?pTmplType=beauty&searchTerm=fragrances&geoZip=55057,"[{'message': '<span>FREE</span> Same Day Pickup', 'icon': 'check', 'findAStore': True}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,915,True,False,False,2025-10-24T19:01:21,DP0925202515210333M.tif,DP0925202515210542M.tif,,,"[{'name': 'NEW', 'priority': 1, 'urlParam': 'new'}]",,,https://www.jcpenney.com/p/rabanne-phantom-parfum/ppr5008612510?pTmplType=beauty&searchTerm=fragrances&geoZip=55057,20251224,fragrances
MESSI Eau De Parfum 4-Pc Gift Set ($145 Value),ppr5008530188,4.8889,45.0,73.6,73.6,92.0,92.0,SALE,False,False,False,LIMITED TIME SPECIAL!,False,original,False,True,"['# Pieces In Set: 4', 'Included: 1 Travel Sprays, 1 Eau De Parfums, 1 Hair & Body Wash(es), 1 Dopp Kit(s)', 'Features: Cruelty Free, Vegan', 'Fragrance Family: Amber', 'Fluid Ounces: 12.2 oz.']",20.0,20.0,SALE,False,False,91530030018,USD,messi,"[{'colorName': 'Black', 'swatchImageId': 'DP0904202515050793S.tif', 'colorizedImageId': 'DP0904202515050268M.tif', 'colorSeqNum': 1, 'skuId': '91530030018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0904202515050479M.tif', 'colorSeq': 0}, {'imgId': 'DP0904202515050059M.tif', 'colorSeq': 1}, {'imgId': 'DP0904202515050164M.tif', 'colorSeq': 2}]}]",/p/messi-eau-de-parfum-4-pc-gift-set-145-value/ppr5008530188?pTmplType=beauty&searchTerm=fragrances&geoZip=55057,"[{'message': '<span>FREE</span> Same Day Pickup', 'icon': 'check', 'findAStore': True}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,915,True,False,False,2025-10-03T01:33:27,DP0904202515050268M.tif,DP0904202515050479M.tif,,,,,,https://www.jcpenney.com/p/messi-eau-de-parfum-4-pc-gift-set-145-value/ppr5008530188?pTmplType=beauty&searchTerm=fragrances&geoZip=55057,20251224,fragrances
Ari by Ariana Grande Eau De Parfum,ppr5008263857,5.0,2.0,57.6,57.6,72.0,72.0,SALE,False,False,False,LIMITED TIME SPECIAL!,False,original,False,True,"['Fragrance Family: Floral', 'Fluid Ounces: 3.4 oz.', 'Formulation: Spray', 'Fragrance Concentration: Eau De Parfum', 'Cbd: No']",20.0,20.0,SALE,False,False,91501790018,USD,ariana grande,"[{'colorName': '3 4 Oz', 'swatchImageId': 'DP0503202407412700S.tif', 'colorizedImageId': 'DP0503202407412599M.tif', 'colorSeqNum': 1, 'skuId': '91501790018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0503202407412497M.tif', 'colorSeq': 0}, {'imgId': 'DP0503202407412802M.tif', 'colorSeq': 1}, {'imgId': 'DP0503202407412395M.tif', 'colorSeq': 2}]}]",/p/ari-by-ariana-grande-eau-de-parfum/ppr5008263857?pTmplType=beauty&searchTerm=fragrances&geoZip=55057,"[{'message': '<span>FREE</span> Same Day Pickup', 'icon': 'check', 'findAStore': True}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,915,True,False,False,2022-07-12T10:46:47,DP0503202407412599M.tif,DP1113202409194315M.tif,,PPA,,,,https://www.jcpenney.com/p/ari-by-ariana-grande-eau-de-parfum/ppr5008263857?pTmplType=beauty&searchTerm=fragrances&geoZip=55057,20251224,fragrances
Hugo Boss Man Eau De Toilette 2.5 Oz,ppr5008479236,4.4183,502.0,64.8,64.8,81.0,81.0,SALE,False,False,False,LIMITED TIME SPECIAL!,False,original,False,True,"['Fragrance Family: Woody & Earthy', 'Fluid Ounces: 2.5 oz.', 'Formulation: Spray', 'Fragrance Concentration: Eau De Toilette', 'Cbd: No']",20.0,20.0,SALE,False,False,91527770018,USD,hugo boss,"[{'colorName': '2 5 Oz', 'swatchImageId': 'DP0924202411083992S.tif', 'colorizedImageId': 'DP0924202411083687M.tif', 'colorSeqNum': 1, 'skuId': '91527770018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0924202411083891M.tif', 'colorSeq': 0}, {'imgId': 'DP0924202411083584M.tif', 'colorSeq': 1}, {'imgId': 'DP0924202411084094M.tif', 'colorSeq': 2}]}]",/p/hugo-boss-man-eau-de-toilette-25-oz/ppr5008479236?pTmplType=beauty&searchTerm=fragrances&geoZip=55057,"[{'message': '<span>FREE</span> Same Day Pickup', 'icon': 'check', 'findAStore': True}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,915,True,False,False,2025-04-07T09:02:44,DP0924202411083687M.tif,DP0924202411083891M.tif,,,,,,https://www.jcpenney.com/p/hugo-boss-man-eau-de-toilette-25-oz/ppr5008479236?pTmplType=beauty&searchTerm=fragrances&geoZip=55057,20251224,fragrances
"JIMMY CHOO Floral Eau De Toilette, 1.3 Oz",ppr5008264137,5.0,1.0,56.8,56.8,71.0,71.0,SALE,False,False,False,LIMITED TIME SPECIAL!,False,original,False,True,"['Features: Cruelty Free', 'Fragrance Family: Floral', 'Fluid Ounces: 1.3 oz.', 'Ingredients: Aluminum Free, Sulfate-Free', 'Formulation: Spray']",20.0,20.0,SALE,False,False,91510360018,USD,jimmy choo,"[{'colorName': '1 3 Oz', 'swatchImageId': 'DP0801202207380668S.tif', 'colorizedImageId': 'DP0801202207380565M.tif', 'colorSeqNum': 1, 'skuId': '91510360018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP1226202407093231M.tif', 'colorSeq': 0}]}]",/p/jimmy-choo-floral-eau-de-toilette-13-oz/ppr5008264137?pTmplType=beauty&searchTerm=fragrances&geoZip=55057,"[{'message': '<span>FREE</span> Same Day Pickup', 'icon': 'check', 'findAStore': True}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,915,True,False,False,2022-08-30T16:02:55,DP0801202207380565M.tif,DP1113202409195563M.tif,,PPA,,,,https://www.jcpenney.com/p/jimmy-choo-floral-eau-de-toilette-13-oz/ppr5008264137?pTmplType=beauty&searchTerm=fragrances&geoZip=55057,20251224,fragrances
Coach Poppy Eau De Parfum 2-Pc Gift Set,ppr5008447522,5.0,1.0,36.0,36.0,45.0,45.0,SALE,False,False,False,LIMITED TIME SPECIAL!,False,original,False,True,"['# Pieces In Set: 2', 'Fragrance Family: Floral', 'Fluid Ounces: 4.4 oz.', 'Formulation: Spray', 'Fragrance Concentration: Eau De Parfum']",20.0,20.0,SALE,False,False,91526220018,USD,coach,"[{'colorName': 'Poppy', 'swatchImageId': 'DP0822202407331835S.tif', 'colorizedImageId': 'DP0822202407331733M.tif', 'colorSeqNum': 1, 'skuId': '91526220018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP1218202407175057M.tif', 'colorSeq': 0}, {'imgId': 'DP1113202411122858M.tif', 'colorSeq': 1}]}]",/p/coach-poppy-eau-de-parfum-2-pc-gift-set/ppr5008447522?pTmplType=beauty&searchTerm=fragrances&geoZip=55057,"[{'message': '<span>FREE</span> Same Day Pickup', 'icon': 'check', 'findAStore': True}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,915,True,False,False,2024-08-22T22:03:25,DP0822202407331733M.tif,DP1218202407175057M.tif,,,,,,https://www.jcpenney.com/p/coach-poppy-eau-de-parfum-2-pc-gift-set/ppr5008447522?pTmplType=beauty&searchTerm=fragrances&geoZip=55057,20251224,fragrances
JIMMY CHOO Man Eau De Toilette,ppr5008155944,4.8295,129.0,73.6,92.8,92.0,116.0,SALE,False,False,False,LIMITED TIME SPECIAL!,False,original,False,True,"['Features: Cruelty Free, Vegan', 'Fragrance Family: Fougere (aromatic)', 'Fluid Ounces: 1.7 oz.', 'Ingredients: Aluminum Free, Sulfate-Free', 'Formulation: Spray']",20.0,20.0,SALE,False,False,91504210018,USD,jimmy choo,"[{'colorName': '1 7 Oz', 'swatchImageId': 'DP1126202407444566S.tif', 'colorizedImageId': 'DP1126202407444260M.tif', 'colorSeqNum': 1, 'skuId': '91504210018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP1126202407444464M.tif', 'colorSeq': 0}, {'imgId': 'DP1126202407444159M.tif', 'colorSeq': 1}, {'imgId': 'DP1126202407444057M.tif', 'colorSeq': 2}]}, {'colorName': '3 3 Oz', 'swatchImageId': 'DP1126202407443956S.tif', 'colorizedImageId': 'DP1126202407443650M.tif', 'colorSeqNum': 2, 'skuId': '91504200018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP1126202407443854M.tif', 'colorSeq': 0}, {'imgId': 'DP1126202407443549M.tif', 'colorSeq': 2}, {'imgId': 'DP1126202407443447M.tif', 'colorSeq': 3}]}]",/p/jimmy-choo-man-eau-de-toilette/ppr5008155944?pTmplType=beauty&searchTerm=fragrances&geoZip=55057,"[{'message': '<span>FREE</span> Same Day Pickup', 'icon': 'check', 'findAStore': True}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,915,True,False,False,2022-06-06T13:02:46,DP1126202407444260M.tif,DP1113202407382835M.tif,,PPA,,,,https://www.jcpenney.com/p/jimmy-choo-man-eau-de-toilette/ppr5008155944?pTmplType=beauty&searchTerm=fragrances&geoZip=55057,20251224,fragrances
