name,ppId,averageRating,reviewCount,currentMin,currentMax,originalMin,originalMax,priceType,preOrder,boostedPP,customerFavourite,marketingLabel,upperLeftBadge,mapPrice,originalPriceLabel,sephoraIn,showComparison,bulletedCopyAttrs,minSavePrice,maxSavePrice,currentPriceLabel,truckItemIn,ecoRebate,skuId,currencyCode,brand,skuSwatch,pdpUrl,availabilityStatus,bundleStatusBadge,subDivision,enableMiniPDP,fpacPriceMax,fpacPriceMin,fpacCoupon,bundleIndicator,appendSKUId,firstActivationDate,imagesInfo.thumbnailImageId,imagesInfo.altThumbnailImageId,bottomBadges,videoId,channelMessage,promotionMessages,ppShotType,product_url,date_scraped,search_term
Levi's® Mens Midweight Big and Tall Trucker Jacket,ppr5008515524,,,108.0,108.0,180.0,180.0,SALE,False,False,False,,,False,original,False,True,"['Features: Wind Resistant, Sherpa Lined', 'Closure Type: Snap & Zipper', 'Pocket Types: 1 Inside Slip Pocket(s), 2 Chest Snap Pocket(s), 2 Front Slip Pocket(s)', 'Sleeve Length: Long Sleeve', 'Warmth Factor: Midweight']",40.0,40.0,SALE,False,False,26210050240,USD,levi's,"[{'colorName': 'Navy', 'swatchImageId': 'DP0801202513011414S.tif', 'colorizedImageId': 'DP0801202511023869M.tif', 'colorSeqNum': 1, 'skuId': '26210050240', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0801202511024810M.tif', 'colorSeq': 0}, {'imgId': 'DP0801202511025753M.tif', 'colorSeq': 1}, {'imgId': 'DP0801202511025438M.tif', 'colorSeq': 2}]}, {'colorName': 'Tan', 'swatchImageId': 'DP0801202513011518S.tif', 'colorizedImageId': 'DP0801202511023973M.tif', 'colorSeqNum': 2, 'skuId': '26210050414', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0801202511024915M.tif', 'colorSeq': 0}, {'imgId': 'DP0801202511025857M.tif', 'colorSeq': 1}, {'imgId': 'DP0801202511025543M.tif', 'colorSeq': 2}]}, {'colorName': 'Black', 'swatchImageId': 'DP0801202513011309S.tif', 'colorizedImageId': 'DP0801202511023764M.tif', 'colorSeqNum': 3, 'skuId': '26210050042', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0801202511024706M.tif', 'colorSeq': 0}, {'imgId': 'DP0801202511025648M.tif', 'colorSeq': 1}, {'imgId': 'DP0801202511025334M.tif', 'colorSeq': 2}]}]",/p/levis-mens-midweight-big-and-tall-trucker-jacket/ppr5008515524?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,"[{'message': 'Online Only', 'icon': 'mouse'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,262,True,,,,False,False,2025-08-25T07:32:28,DP0801202511023869M.tif,DP0801202511024810M.tif,,,available online only,,,https://www.jcpenney.com/p/levis-mens-midweight-big-and-tall-trucker-jacket/ppr5008515524?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,20251224,men's outerwear
Victory Mens Midweight Jacket,ppr5007984286,4.3333,3.0,72.0,72.0,90.0,90.0,SALE,False,False,False,,,False,original,False,True,"['Features: Removable Hood', 'Closure Type: Zipper', 'Pocket Types: 2 Front Slip Pocket(s)', 'Sleeve Length: Long Sleeve', 'Warmth Factor: Midweight']",0.0,0.0,SALE,False,False,51805330075,USD,more brands,"[{'colorName': 'Black', 'swatchImageId': 'DP0824202107040707S.tif', 'colorizedImageId': 'DP0824202107040698M.tif', 'colorSeqNum': 1, 'skuId': '51805330075', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0824202107040690M.tif', 'colorSeq': 0}, {'imgId': 'DP1105202507072207M.tif', 'colorSeq': 1}]}, {'colorName': 'Navy', 'swatchImageId': 'DP0824202107040711S.tif', 'colorizedImageId': 'DP0824202107040703M.tif', 'colorSeqNum': 2, 'skuId': '51805330273', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0824202107040694M.tif', 'colorSeq': 0}, {'imgId': 'DP1105202507072311M.tif', 'colorSeq': 1}]}]",/p/victory-mens-midweight-jacket/ppr5007984286?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,"[{'message': 'Online Only', 'icon': 'mouse'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,518,True,50.4,50.4,YULETIDE,False,False,2021-10-13T21:03:23,DP0824202107040698M.tif,DP0824202107040690M.tif,,,available online only,,,https://www.jcpenney.com/p/victory-mens-midweight-jacket/ppr5007984286?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,20251224,men's outerwear
J. Ferrar Mens Midweight Trench Coat,ppr5008507039,5.0,3.0,79.99,79.99,160.0,160.0,SALE,False,False,False,,"[{'name': 'Few Left', 'priority': 1, 'urlParam': 'fewleft'}]",False,original,False,True,"['Closure Type: Button', 'Fit: Regular Fit', 'Pocket Types: 2 Front Button Pocket(s)', 'Sleeve Length: Long Sleeve', 'Warmth Factor: Midweight']",0.0,0.0,SALE,False,False,63405100067,USD,j. ferrar,"[{'colorName': 'Black', 'swatchImageId': 'DP0611202511030584S.tif', 'colorizedImageId': 'DP0611202511030376M.tif', 'colorSeqNum': 1, 'skuId': '63405100067', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0611202511030479M.tif', 'colorSeq': 0}, {'imgId': 'DP0611202511030271M.tif', 'colorSeq': 1}]}]",/p/j-ferrar-mens-midweight-trench-coat/ppr5008507039?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,"[{'message': '<span>FREE</span> Same Day Pickup', 'icon': 'check', 'findAStore': True}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,634,True,55.99,55.99,YULETIDE,False,False,2025-08-23T12:32:58,DP0611202511030376M.tif,DP0611202511030479M.tif,,,,,,https://www.jcpenney.com/p/j-ferrar-mens-midweight-trench-coat/ppr5008507039?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,20251224,men's outerwear
Columbia Mens Hooded Waterproof Lightweight Raincoat,ppr5008590422,4.6,40.0,50.0,50.0,50.0,50.0,ORIGINAL,False,False,False,,,False,original,False,True,"['Features: Hooded, Waterproof', 'Closure Type: Zipper', 'Neckline: Mock Neck', 'Pocket Types: 2 Front Zip Pocket(s)', 'Sleeve Length: Long Sleeve']",0.0,0.0,ORIGINAL,False,False,56680080067,USD,columbia,"[{'colorName': 'Black', 'swatchImageId': 'DP0916202513033970S.tif', 'colorizedImageId': 'DP0916202513033555M.tif', 'colorSeqNum': 1, 'skuId': '56680080067', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0916202513033763M.tif', 'colorSeq': 0}, {'imgId': 'DP0916202513033137M.tif', 'colorSeq': 1}, {'imgId': 'DP0916202513034389M.tif', 'colorSeq': 2}]}, {'colorName': 'Mountain Blue', 'swatchImageId': 'DP0916202513034075S.tif', 'colorizedImageId': 'DP0916202513033658M.tif', 'colorSeqNum': 2, 'skuId': '56680080265', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0916202513033867M.tif', 'colorSeq': 0}, {'imgId': 'DP0916202513033242M.tif', 'colorSeq': 1}, {'imgId': 'DP0916202513034493M.tif', 'colorSeq': 2}]}]",/p/columbia-mens-hooded-waterproof-lightweight-raincoat/ppr5008590422?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,"[{'message': '<span>FREE</span> Same Day Pickup', 'icon': 'check', 'findAStore': True}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,566,True,,,,False,False,2025-09-16T22:02:44,DP0916202513033555M.tif,DP0916202513033763M.tif,,,,,,https://www.jcpenney.com/p/columbia-mens-hooded-waterproof-lightweight-raincoat/ppr5008590422?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,20251224,men's outerwear
Levi's® Mens Water Resistant Heavyweight Parka,ppr5008516135,,,120.0,120.0,200.0,200.0,SALE,False,False,False,,"[{'name': 'Few Left', 'priority': 1, 'urlParam': 'fewleft'}]",False,original,False,True,"['Features: Wind Resistant, Water Resistant', 'Closure Type: Zipper, Snap', 'Fit: Regular Fit', 'Neckline: Hooded Neck', 'Pocket Types: 2 Front Snap Pocket(s), 1 Inside Slip Pocket(s)']",40.0,40.0,SALE,False,False,51810570281,USD,levi's,"[{'colorName': 'Olive', 'swatchImageId': 'DP0423202507061588S.tif', 'colorizedImageId': 'DP0423202507061068M.tif', 'colorSeqNum': 1, 'skuId': '51810570281', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0423202507060649M.tif', 'colorSeq': 0}, {'imgId': 'DP0423202507060859M.tif', 'colorSeq': 1}, {'imgId': 'DP0423202507060441M.tif', 'colorSeq': 2}]}]",/p/levis-mens-water-resistant-heavyweight-parka/ppr5008516135?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,"[{'message': 'Unavailable for Pickup', 'icon': 'cross'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,518,True,,,,False,False,2025-08-31T03:24:36,DP0423202507061068M.tif,DP0423202507060649M.tif,,,,,,https://www.jcpenney.com/p/levis-mens-water-resistant-heavyweight-parka/ppr5008516135?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,20251224,men's outerwear
Levi's® Mens Midweight Big and Tall Bomber Jacket,ppr5008515528,,,79.99,79.99,180.0,180.0,SALE,False,False,False,,,False,original,False,True,"['Features: Wind Resistant, Sherpa Lined', 'Closure Type: Zipper', 'Pocket Types: 1 Inside Slip Pocket(s), 2 Front Slip Pocket(s)', 'Sleeve Length: Long Sleeve', 'Warmth Factor: Midweight']",55.0,55.0,SALE,False,False,26210060240,USD,levi's,"[{'colorName': 'Black', 'swatchImageId': 'DP0801202509061594S.tif', 'colorizedImageId': 'DP0801202509060758M.tif', 'colorSeqNum': 1, 'skuId': '26210060042', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0801202509060967M.tif', 'colorSeq': 0}, {'imgId': 'DP0801202509060339M.tif', 'colorSeq': 1}, {'imgId': 'DP0801202509061384M.tif', 'colorSeq': 2}]}, {'colorName': 'Olive', 'swatchImageId': 'DP0801202509061699S.tif', 'colorizedImageId': 'DP0801202509060862M.tif', 'colorSeqNum': 2, 'skuId': '26210060240', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0801202509061072M.tif', 'colorSeq': 0}, {'imgId': 'DP0801202509060444M.tif', 'colorSeq': 1}, {'imgId': 'DP0801202509061489M.tif', 'colorSeq': 2}]}]",/p/levis-mens-midweight-big-and-tall-bomber-jacket/ppr5008515528?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,"[{'message': 'Unavailable for Pickup', 'icon': 'cross'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,262,True,,,,False,False,2025-09-16T08:44:16,DP0801202509060758M.tif,DP0801202509060967M.tif,,,,,,https://www.jcpenney.com/p/levis-mens-midweight-big-and-tall-bomber-jacket/ppr5008515528?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,20251224,men's outerwear
Vintage Leather Lambskin Bomber Jacket with Zip Out Lining,ppr5007224995,4.4375,16.0,320.0,320.0,400.0,400.0,SALE,False,False,False,,,False,original,False,True,"['Features: Removable Lining, Elastic Bottom', 'Closure Type: Zipper', 'Pocket Types: 2 Front Slip Pocket(s)', 'Sleeve Length: Long Sleeve', 'Warmth Factor: Midweight']",0.0,0.0,SALE,False,False,51890040067,USD,vintage leather,"[{'colorName': 'Black', 'swatchImageId': 'DP0405201718292075S.jpg', 'colorizedImageId': 'DP0405201718292071M.tif', 'colorSeqNum': 1, 'skuId': '51890040067', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0405201718292068M.tif', 'colorSeq': 1}, {'imgId': 'DP1107202511004691M.tif', 'colorSeq': 2}]}]",/p/vintage-leather-lambskin-bomber-jacket-with-zip-out-lining/ppr5007224995?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,"[{'message': 'Online Only', 'icon': 'mouse'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,518,True,224.0,224.0,YULETIDE,False,False,2017-04-07T00:00:00,DP0405201718292071M.tif,DP0405201718292068M.tif,,,available online only,,,https://www.jcpenney.com/p/vintage-leather-lambskin-bomber-jacket-with-zip-out-lining/ppr5007224995?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,20251224,men's outerwear
Free Country Mens Water Resistant Big and Tall Midweight Ski Jacket,ppr5008503942,4.3333,3.0,84.0,84.0,140.0,140.0,SALE,False,False,False,,,False,original,False,True,"['Features: Water Resistant', 'Closure Type: Zipper', 'Fit: Classic Fit', 'Neckline: Hooded Neck', 'Pocket Types: 1 Inside Multi-Function Pocket(s), 2 Chest Zip Pocket(s), 2 Front Zip Pocket(s)']",0.0,0.0,SALE,False,False,26280000018,USD,free country,"[{'colorName': 'Black Coal', 'swatchImageId': 'DP0819202513022017S.tif', 'colorizedImageId': 'DP0819202513021600M.tif', 'colorSeqNum': 1, 'skuId': '26280000018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0819202513021810M.tif', 'colorSeq': 0}, {'imgId': 'DP0819202513021184M.tif', 'colorSeq': 1}, {'imgId': 'DP0819202513021392M.tif', 'colorSeq': 2}]}, {'colorName': 'Indigo Navy', 'swatchImageId': 'DP0819202513022121S.tif', 'colorizedImageId': 'DP0819202513021705M.tif', 'colorSeqNum': 2, 'skuId': '26280000216', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0819202513021914M.tif', 'colorSeq': 0}, {'imgId': 'DP0819202513021288M.tif', 'colorSeq': 1}, {'imgId': 'DP0819202513021496M.tif', 'colorSeq': 2}]}]",/p/free-country-mens-water-resistant-big-and-tall-midweight-ski-jacket/ppr5008503942?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,"[{'message': 'Unavailable for Pickup', 'icon': 'cross'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,262,True,58.8,58.8,YULETIDE,False,False,2025-08-29T10:43:38,DP0819202513021600M.tif,DP0819202513021810M.tif,,,,,,https://www.jcpenney.com/p/free-country-mens-water-resistant-big-and-tall-midweight-ski-jacket/ppr5008503942?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,20251224,men's outerwear
St. John's Bay Mens Adaptive Water Resistant Easy-on + Easy-off Midweight Puffer Jacket,ppr5008505639,,,44.99,44.99,100.0,100.0,SALE,False,False,False,GOTTA HAVE IT PRICE!,"[{'name': 'Only at JCP', 'priority': 1, 'urlParam': 'onlyatjcp'}]",False,original,False,True,"['Features: Adaptive, Water Resistant, Wind Resistant', 'Closure Type: Zipper, Hook & Loop Tape', 'Neckline: Mock Neck', 'Pocket Types: 2 Side Zip Pocket(s)', 'Sleeve Length: Long Sleeve']",0.0,0.0,SALE,False,False,51870320265,USD,st. john's bay,"[{'colorName': 'Black', 'swatchImageId': 'DP0813202513065285S.tif', 'colorizedImageId': 'DP0813202513065076M.tif', 'colorSeqNum': 1, 'skuId': '51870320075', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0917202507025997M.tif', 'colorSeq': 0}, {'imgId': 'DP0813202513065180M.tif', 'colorSeq': 1}, {'imgId': 'DP0813202513064971M.tif', 'colorSeq': 2}]}, {'colorName': 'Rich Avocado', 'swatchImageId': 'DP0822202513005798S.tif', 'colorizedImageId': 'DP0822202513005588M.tif', 'colorSeqNum': 2, 'skuId': '51870320265', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0917202507030102M.tif', 'colorSeq': 0}, {'imgId': 'DP0822202513005693M.tif', 'colorSeq': 1}, {'imgId': 'DP0822202513005484M.tif', 'colorSeq': 2}]}]",/p/st-johns-bay-mens-adaptive-water-resistant-easy-on-easy-off-midweight-puffer-jacket/ppr5008505639?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,"[{'message': 'Online Only', 'icon': 'mouse'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,518,True,31.49,31.49,YULETIDE,False,False,2025-07-14T08:44:15,DP0813202513065076M.tif,DP0917202507025997M.tif,,,available online only,,,https://www.jcpenney.com/p/st-johns-bay-mens-adaptive-water-resistant-easy-on-easy-off-midweight-puffer-jacket/ppr5008505639?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,20251224,men's outerwear
Dockers Mens Midweight Overcoat,ppr5008515220,,,108.0,108.0,180.0,180.0,SALE,False,False,False,,,False,original,False,True,"['Features: Wind Resistant', 'Closure Type: Snap, Zipper', 'Fit: Regular Fit', 'Pocket Types: 2 Front Slip Pocket(s), 1 Inside Zip Pocket(s)', 'Sleeve Length: Long Sleeve']",0.0,0.0,SALE,False,False,51830390067,USD,dockers,"[{'colorName': 'Black', 'swatchImageId': 'DP0506202507091233S.tif', 'colorizedImageId': 'DP0506202507090921M.tif', 'colorSeqNum': 1, 'skuId': '51830390067', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0506202507090713M.tif', 'colorSeq': 0}, {'imgId': 'DP0506202507091128M.tif', 'colorSeq': 1}, {'imgId': 'DP0506202507090817M.tif', 'colorSeq': 2}]}, {'colorName': 'Charcoal', 'swatchImageId': 'DP0423202513031298S.tif', 'colorizedImageId': 'DP0423202513031193M.tif', 'colorSeqNum': 2, 'skuId': '51830390265', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0423202513032028M.tif', 'colorSeq': 0}, {'imgId': 'DP0423202513031608M.tif', 'colorSeq': 1}, {'imgId': 'DP0423202513031505M.tif', 'colorSeq': 2}]}, {'colorName': 'Camel', 'swatchImageId': 'DP0429202507151837S.tif', 'colorizedImageId': 'DP0429202507151527M.tif', 'colorSeqNum': 3, 'skuId': '51830390463', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0429202507151318M.tif', 'colorSeq': 0}, {'imgId': 'DP0429202507151734M.tif', 'colorSeq': 1}, {'imgId': 'DP0429202507152046M.tif', 'colorSeq': 2}]}]",/p/dockers-mens-midweight-overcoat/ppr5008515220?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,"[{'message': '<span>FREE</span> Same Day Pickup', 'icon': 'check', 'findAStore': True}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,518,True,75.6,75.6,YULETIDE,False,False,2025-07-24T01:57:00,DP0506202507090921M.tif,DP0506202507090713M.tif,,,,,,https://www.jcpenney.com/p/dockers-mens-midweight-overcoat/ppr5008515220?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,20251224,men's outerwear
St. John's Bay Harrington Golf Mens Big and Tall Bomber Jacket,ppr5008505556,5.0,1.0,59.99,59.99,84.0,84.0,SALE,False,False,False,,"[{'name': 'Few Left', 'priority': 1, 'urlParam': 'fewleft'}, {'name': 'Only at JCP', 'priority': 2, 'urlParam': 'onlyatjcp'}]",False,original,False,True,"['Closure Type: Zipper, Snap', 'Fit: Classic Fit', 'Pocket Types: 2 Front Snap Pocket(s)', 'Sleeve Length: Long Sleeve', 'Fiber Content: 63% Cotton, 37% Nylon']",0.0,0.0,SALE,False,False,58142870026,USD,st. john's bay,"[{'colorName': 'Signature Navy', 'swatchImageId': 'DP0801202515045046S.tif', 'colorizedImageId': 'DP0801202515044837M.tif', 'colorSeqNum': 1, 'skuId': '58142870026', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0801202515044942M.tif', 'colorSeq': 0}, {'imgId': 'DP0801202515044732M.tif', 'colorSeq': 1}]}, {'colorName': 'Classic Stone', 'swatchImageId': 'DP0801202515045463S.tif', 'colorizedImageId': 'DP0801202515045255M.tif', 'colorSeqNum': 2, 'skuId': '58142880026', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0801202515045358M.tif', 'colorSeq': 0}, {'imgId': 'DP0801202515045151M.tif', 'colorSeq': 1}]}]",/p/st-johns-bay-harrington-golf-mens-big-and-tall-bomber-jacket/ppr5008505556?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,"[{'message': '<span>FREE</span> Same Day Pickup', 'icon': 'check', 'findAStore': True}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,581,True,41.99,41.99,YULETIDE,False,False,2025-09-08T12:57:14,DP0801202515044837M.tif,DP0801202515044942M.tif,,,,,,https://www.jcpenney.com/p/st-johns-bay-harrington-golf-mens-big-and-tall-bomber-jacket/ppr5008505556?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,20251224,men's outerwear
 Levi's® Men's Sherpa Lined Hooded Plaid Shirt Jacket,ppr5008280713,4.7083,24.0,79.99,79.99,140.0,140.0,SALE,False,False,False,,,False,original,False,True,"['Features: Interior Pockets, Hanger Loop On Back, Sherpa Lined, Hooded', 'Closure Type: Snap & Zipper', 'Neckline: Collar Neck', 'Pocket Types: 2 Chest Snap Pocket(s), 2 Front Flap Pocket(s), 2 Side Slip Pocket(s), 2 Chest Button Pocket(s), 1 Inside Slip Pocket(s)', 'Sleeve Length: Long Sleeve']",42.0,42.0,SALE,False,False,53801120067,USD,levi's,"[{'colorName': 'Red Buffalo Check', 'swatchImageId': 'DP0423202507074976S.tif', 'colorizedImageId': 'DP0423202507074872M.tif', 'colorSeqNum': 1, 'skuId': '53801120067', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0423202507075184M.tif', 'colorSeq': 0}, {'imgId': 'DP0821202309124790M.tif', 'colorSeq': 1}, {'imgId': 'DP0423202507075288M.tif', 'colorSeq': 2}]}, {'colorName': 'Port Delmar Plaid', 'swatchImageId': 'DP0723202513013953S.tif', 'colorizedImageId': 'DP0723202513013848M.tif', 'colorSeqNum': 2, 'skuId': '53801620067', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0723202513014476M.tif', 'colorSeq': 0}, {'imgId': 'DP0723202513014267M.tif', 'colorSeq': 1}, {'imgId': 'DP0723202513014058M.tif', 'colorSeq': 2}]}]",/p/levis-mens-sherpa-lined-hooded-plaid-shirt-jacket/ppr5008280713?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,"[{'message': '<span>FREE</span> Same Day Pickup', 'icon': 'check', 'findAStore': True}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,538,True,,,,False,False,2022-08-17T15:19:23,DP0423202507074872M.tif,DP0423202507075184M.tif,,,,,,https://www.jcpenney.com/p/levis-mens-sherpa-lined-hooded-plaid-shirt-jacket/ppr5008280713?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,20251224,men's outerwear
Spyder Mens Midweight Jacket,ppr5008545668,,,72.0,72.0,120.0,120.0,SALE,False,False,False,,"[{'name': 'NEW', 'priority': 1, 'urlParam': 'new'}]",False,original,False,True,"['Closure Type: Zipper', 'Fit: Regular Fit', 'Neckline: Mock Neck', 'Pocket Types: 1 Chest Zip Pocket(s), 2 Front Zip Pocket(s)', 'Sleeve Length: Long Sleeve']",0.0,0.0,SALE,False,False,51850200265,USD,more brands,"[{'colorName': 'Pewter', 'swatchImageId': 'DP0702202517021601S.tif', 'colorizedImageId': 'DP0702202517021393M.tif', 'colorSeqNum': 1, 'skuId': '51850200067', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0702202517021498M.tif', 'colorSeq': 0}, {'imgId': 'DP0702202517021288M.tif', 'colorSeq': 1}]}, {'colorName': 'Teal', 'swatchImageId': 'DP0707202509092299S.tif', 'colorizedImageId': 'DP0707202509092091M.tif', 'colorSeqNum': 2, 'skuId': '51850200265', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0707202509092194M.tif', 'colorSeq': 0}, {'imgId': 'DP0707202509091986M.tif', 'colorSeq': 1}]}]",/p/spyder-mens-midweight-jacket/ppr5008545668?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,"[{'message': 'Unavailable for Pickup', 'icon': 'cross'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,518,True,50.4,50.4,YULETIDE,False,False,2025-10-25T03:30:08,DP0702202517021393M.tif,DP0702202517021498M.tif,,,,,,https://www.jcpenney.com/p/spyder-mens-midweight-jacket/ppr5008545668?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,20251224,men's outerwear
St. John's Bay Mens Adaptive Hidden Access Opening Midweight Big and Tall Puffer Jacket,ppr5008505659,,,49.99,49.99,110.0,110.0,SALE,False,False,False,GOTTA HAVE IT PRICE!,"[{'name': 'Only at JCP', 'priority': 1, 'urlParam': 'onlyatjcp'}]",False,original,False,True,"['Features: Adaptive', 'Closure Type: Zipper', 'Fit: Regular Fit', 'Neckline: Mock Neck', 'Pocket Types: 2 Front Zip Pocket(s)']",0.0,0.0,SALE,False,False,26270070216,USD,st. john's bay,"[{'colorName': 'Black', 'swatchImageId': 'DP0916202513004734S.tif', 'colorizedImageId': 'DP0916202513004317M.tif', 'colorSeqNum': 1, 'skuId': '26270070026', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP1006202515020865M.tif', 'colorSeq': 0}, {'imgId': 'DP0916202513004525M.tif', 'colorSeq': 1}, {'imgId': 'DP0916202513003898M.tif', 'colorSeq': 2}]}, {'colorName': 'Rich Avocado', 'swatchImageId': 'DP0916202513004838S.tif', 'colorizedImageId': 'DP0916202513004421M.tif', 'colorSeqNum': 2, 'skuId': '26270070216', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP1006202515020970M.tif', 'colorSeq': 0}, {'imgId': 'DP0916202513004630M.tif', 'colorSeq': 1}, {'imgId': 'DP0916202513004003M.tif', 'colorSeq': 2}]}]",/p/st-johns-bay-mens-adaptive-hidden-access-opening-midweight-big-and-tall-puffer-jacket/ppr5008505659?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,"[{'message': 'Online Only', 'icon': 'mouse'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,262,True,34.99,34.99,YULETIDE,False,False,2025-07-02T14:52:20,DP0916202513004317M.tif,DP1006202515020865M.tif,,,available online only,,,https://www.jcpenney.com/p/st-johns-bay-mens-adaptive-hidden-access-opening-midweight-big-and-tall-puffer-jacket/ppr5008505659?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,20251224,men's outerwear
